,cues,outcomes
428,so_where_the_flames_from,PastPerf
429,her_breasts,FutureSimple
430,however_some_items_particularly_from_persia_and_pakistan_still_with_it,PresentSimple
431,this_not_an_uncommon_feature,PastSimple
432,she_them_some_papers_and_some_photographs_in_a_big_brown_envelope,PastProg
433,he_nevertheless_in_keeping_the_protectionist_party_together_in_a_difficult_period_with_few_resources_and_little_help_from_his_leaders,PastSimple
434,the_action_group_a_protest_against_the_supermarket_storage_centre_at_the_site_tomorrow,FutureSimple
435,traffic_back_miles_and_miles_from_dozens_of_accidents,PresentProg
436,celia_slightly_sick,PastSimple
437,his_face_with_boyish_pleasure,PastProg
438,they_stacks_and_stacks_of_toys_and_a_great_big,PastSimple
439,miss_blundell_particularly_nice_to_her,PastPerf
440,there_the_search,PastPerf
441,this_by_giving_market_forces_a_freer_reign_in_the_shaping_of_market_operations,PresentProg
442,there_letters_practical_help,PastProg
443,the_celebrated_comedian_a_cigar_in_his_mouth,PastPerf
444,the_instructions_on_it_oh_they,PresentSimple
445,the_sunday_times_case_two_important_consequences,PastSimple
446,until_now_to_yeremi_space_marines_virtually_legendary_figures,PastPerf
447,the_international_art_exchange_its_birth_with_an_active_advertising_campaign,PresentPerf
448,those_on_social_security_by_an_uprating_of_their_benefits,FutureSimple
449,so_gill_with_you,PresentProg
450,at_places_it_up_to_eighteen_inches,PastProg
451,the_various_socialist_minorities_in_the_party_as_autonomous_bodies_and_their_members_forced_into_the_less_independent_but_more_electorally_effective_local_labour_parties,PastProg
452,from_my_earliest_days_my_father_my_future_along_rigid_lines,PastPerf
453,we_our_collective_innocence,PresentPerf
454,it_five,PastPerf
455,for_the_rest_of_this_article_i_to_the_simplified_taught_techniques_as_paddle_strokes_and_to_real_strokes_by_their_normal_names,FutureSimple
456,considerable_progress_in_reducing_the_emissions_of_hazardous_wastes,PresentPerf
457,under_the_present_conditions_of_economic_recession_regional_policies_a_losing_battle,PresentProg
458,so_what_that,PresentSimple
459,you_me_writing_paper_and_a_pen_please,FutureSimple
460,the_khan_a_house_in_the_city,PresentSimple
461,today_they_quite_happily_in_australia,PresentProg
462,now_he_on_the_edge_of_the_parapet,PastProg
463,and_his_trusty_assistant_detective_sergeant_william_bird_up_the_same_road,PastProg
464,even_brief_air_disturbance_off_the_alarm,FutureSimple
465,the_special_salience_of_a_radical_french_petite_bourgeoisie_long_the_subject_of_commentary_for_historians_and_political_scientists,PresentPerf
466,mother_jacobsen_right,PastPerf
467,the_crowd,PastProg
468,during_the_remainder_of_the_century_there_certainly_other_similar_developments_using_western_money_and_expertise,FutureSimple
469,the_united_states_too_busy_the_possibilities_of_her_own_vast_domestic_market,PastProg
470,buyers_barbara_and_tom_mason_forward_to_moving_in_to_their_new_blyth_home_this_summer,PresentProg
471,two_women_he_now_one_big_and_heavy_the_other_slighter,PastSimple
472,the_ruc_a_fraud_racket_involving_the_use_of_forged_mot_certificates,PresentProg
473,in_order_to_answer_them_they_marketing_research,PresentSimple
474,the_greek_cypriot_hosts_the_conference_agenda,PresentPerf
475,the_same_for_doors,PresentSimple
476,welsh_scheme_a_welsh_national_accreditation_scheme_for_activity_holiday_centres_today_by_wales_tourist_board_chairman_tony_lewis_and_sports_council_for_wales_chairman_ossie_wheatley_at_plas_menai_the_national_water_sports_centre_near_caernarfon,FutureSimple
477,the_survey_in_june,FutureSimple
478,the_test_on_a_small_sample_of_blood_taken_from_a_vein_in_the_arm_in_the_standard_way,PresentSimple
479,it_no_filter_or_aeration_system,PresentSimple
480,if_your_father_ever_asleep,PastPerf
481,he_a_boat_with_a_man_in_it_not_far_from_the_beach,PastPerf
482,it_so_exciting_the_last_time_with_one_plane,PastPerf
483,they_five_sons_and_two_daughters,PastSimple
484,such_a_positive_attitude_any_negative_thoughts,FutureSimple
485,the_children_at_school,PresentSimple
486,the_others_still_it_off_on_the_tennis_court,PresentProg
487,you_your_finals,PastProg
488,she_for_him_in_the_apartment,PastProg
489,he_always_people_with_eyes_that_colour_unreasonably_no_doubt,PastPerf
490,indeed_only_in_lurgan_and_dungannon_there_serious_complaints_about_too_much_security_recently,PresentPerf
491,three_cheers_for_the_unconventional_beauty_women_to_a_new_generation_of_gutsy_sexy_heroines,PresentProg
492,you_a_sweet_on_a_sunday,PresentSimple
493,originally_from_belfast_she_in_the_danish_capital_for_four_years,PresentPerf
494,i_her_almost_all_my_life,PresentPerf
495,now_you_certain_about_that,PresentSimple
496,this_it_but_only_marginally,PresentPerf
497,next_year_it_to_either_japan_or_australia,FutureSimple
498,you_the_bag_of_the_bee,PresentPerf
499,we_a_great_time_and_feeling_very_relaxed,PastProg
500,dusk_into_darkness_unbroken_by_any_lights_along_this_part_of_the_shore,PastProg
501,second_it_because_of_its_bureaucratic_and_institutional_nature,PastSimple
502,america_pardon,PresentPerf
503,the_impact_of_social_class_however_been_the_same_on_the_mortality_rates_of_both_sexes,PresentSimple
504,she_previously_as_one_of_the_three_founders_and_directors_of_the_london_international_opera_festival,PastPerf
505,you_actually_being_mayor,PastSimple
506,now_with_government_aid_most_of_them_in_new_light_industries,PresentSimple
507,and_down,PresentSimple
508,controlling_this_trade_not_easier,FutureSimple
509,under_what_conditions_western_aid_to_the_former_soviet_union,PresentProg
510,he_certainly_the_subject_of_a_frenzied_attack,PastSimple
511,i_these_motions,PresentSimple
512,throughout_the_whole_of_the_preceding_day_hugh_the_verderer_in_pain_and_misery_barely_conscious_of_his_surroundings,PastPerf
513,graham_winning_and_team_spirit_before_anything_else,PresentSimple
514,the_decision_itself_not_of_assistance,PresentSimple
515,jessamyn_to_the_tall_thing,PastProg
516,the_findings_of_relevance_to_those_concerned_with_language_use_amongst_other_minority_linguistic_groups_in_britain_and_those_providing_training_courses_in_bsl_and_communications_with_the_deaf,FutureSimple
517,bubonic_plague_endemic_in_the_towns_less_so_in_the_countryside,PastSimple
518,great_you_very_much_indeed_for_that,PresentSimple
519,his_hand_a_freckled_ham_the_top_two_joints_from_the_index_finger,PastProg
520,two_young_footballers_playing_for_middlesbrough_and_darlington_to_their_old_school_as_heroes_tomorrow,FutureSimple
521,chairman_er_first_of_all_erm_local_not_erm_said_that_my_straight_run_at_the_moment_erm_future_the_decision_of_the_erm_council_golfing_application,PresentProg
522,we_this,PresentPerf
523,it_a_radio_collar_at_the_time,PastProg
524,william_dougal_his_third_orange_juice_of_the_evening,PastProg
525,he_at_this_present_moment_from_some_hiding_place_high_in_the_rocks,PastProg
526,despite_his_arrogance_and_cruelty_towards_opponents_he_a_remarkably_enlightened_and_often_liberal_and_generous_ruler,PastPerf
527,police_in_gloucestershire_their_first_seizure_of_the_potentially_lethal_drug,PresentPerf
528,this_afternoon_just_after_what_the_birds,PastProg
529,it_as_simple_as_that,PastSimple
530,a_only_time,FutureSimple
531,your_kids_you,FutureSimple
532,but_the_young_king_incapable_of_a_firm_line,PastProg
533,a_couple_of_faces_towards_them_lips_curled_with_anticipatory_amusement,PastPerf
534,our_eyes_legs_and_even_our_voice_act_as_though_we_out_the_dream,PresentProg
535,gabriel_wrong,PastSimple
536,oh_they_back,FutureSimple
537,the_drone_his_head_like_a_dizziness_star_in_an_ancient_cartoon,PastProg
538,mr_griffith_in_hospital,PresentProg
539,i_your_number,PresentPerf
540,we_servants_of_the_oracle,PresentSimple
541,de_gaulle_back_to_power,PastSimple
542,next_the_detailed_examination_and_cataloguing_of_each_sherd_of_pottery,PresentSimple
543,it_too_risky,PresentSimple
544,the_basic_outline_of_the_beaded_sample_with_a_plain_crochet_chain_sewn_with_slip_stitch_to_the_knitting,PastSimple
545,he_a_brown_paper_bag,PastProg
546,and_to_her_about_erm_putting_the_kids_to_bed,PastSimple
547,he_never_her_for_her_heart,PastPerf
548,interpolation_frequently_here,PresentPerf
549,she_them_as_some_of_the_soldiers_immediately,PastSimple
550,the_music_of_the_everyday_louder_than_ever,PastSimple
551,things_deceptively_well,PastProg
552,jean_forward_to_a_comfortable_retirement_after_a_lifetime_of_work,PastPerf
553,this_even_to_the_concept_of_authorial_style,PresentSimple
554,they_as_much_by_the_intellectual_image_as_by_the_high_level_of_celebrity_support_from_artists_like_john_cleese_peter_gabriel_and_sting,PresentPerf
555,to_the_east_a_pale_pearl_skyline,PastProg
556,such_considerations_at_all_periods_in_prehistory_as_in_documented_history,FutureSimple
557,rungs_into_the_stone_on_either_side,PastPerf
558,the_issue_of_violence_in_the_arts_up,PastSimple
559,cultural_groups_of_older_people_involved_in_sporting_leisure_cultural_and_church_activities_offered_assistance_in_setting_up_exchange_visits_with_their_counterparts_across_the_border,PresentProg
560,next_evening_i_his_wine,PastProg
561,frye_over_and_over_now_in_alarm_and_desperation,PastProg
562,in_his_day_a_college_of_advanced_technology_it_since_in_size_and_been_raised_to_the_status_of_a_university_but_without_putting_on_any_airs_and_graces,PresentPerf
563,one_of_the_greatest_problems_in_form_in_fact_the_cardinal_problem_that_of_unity,PresentProg
564,louis_now_in_his_first_partner_hyman_silverman,PastPerf
565,at_this_very_moment_perhaps_my_father_the_monster_with_ernest_dead_at_his_feet,PastProg
566,in_particular_missions_led_by_ministers_a_useful_means_of_opening_doors_for_companies_sending_representatives,PresentPerf
567,sure_there,PresentSimple
568,the_human_females_trays_of_food_out_of_the_wall,PastProg
569,the_whole_family,PresentSimple
570,and_i_all_sport_to_the_point_of_finding_its_ethics_repellent,PastSimple
571,from_the_first_of_september_you_about,PresentProg
572,special_investigations_also_out_into_british_aid_for_india_and_the_payment_of_pensions_in_gibraltar,PresentPerf
573,what_the_hell_here,PastProg
574,and_like_what_accent_people_at_yeah,PresentProg
575,grove_projects_also_as_consulting_engineer,FutureSimple
576,these_last_heady_hours_in_his_arms_a_chimera_a_mirage_after_all,PastPerf
577,it_for_a_draw,PresentProg
578,similarly_their_perceptions_of_competitors_along_similar_dimensions_as_well_as_communication_patterns_with_competitors,FutureSimple
579,it_never_the_same,FutureSimple
580,above_all_liberal_democrats_our_fellow_citizens_with_the_truth,FutureSimple
581,details_in_srn_in_advance_of_the_next_meetings,FutureSimple
582,in_addition_and_in_response_to_rapidly_dwindling_forest_resources_there_in_many_nations_afforestation_programmes_on_both_small_and_large_scales,PresentSimple
583,problems_that_we_generally_hopefully_er_by_that_er_action_by_the_superintendent,FutureSimple
584,in_the_usa_it_recently_in_rank_to_eighth_position,PresentPerf
585,the_vision_of_another_plane_utterly_different_from_our_own_ambivalent_perilous_and_beyond_our_control,PresentPerf
586,there_dangers_in_officially_accepted,PresentProg
587,parental_attitudes_fundamental_in_the_response_to_truancy,PresentProg
588,in_some_ways_she_her_position,PastPerf
589,the_notion_of_the_epistemological_break_while_offering_a_theory_of_scientificity_and_even_of_ideology_a_very_different_view_of_history_from_that_of_sartre,PastSimple
590,the_region_as_a_whole_from_significant_air_pollution_from_ageing_heavy_industrial_plants,PresentSimple
591,never_it_at_home,PastPerf
592,but_the_traffic_up_the_main_road_with_the_intensity_of_daytime,PastProg
593,already_to_herself_the_extent_of_her_own_love_for_him,PastPerf
594,much_of_the_letter_a_succession_of_passages_of_theology_rooted_in_the_practice_of_christian_daily_living,PresentPerf
595,but_the_decision_on_the_second_division_club,PresentPerf
596,the_agreement_pledging_the_security_usually_provision_for_the_appointment,FutureSimple
597,leeming,PastSimple
598,i_myself_on_having_a_slightly_more_sophisticated_sense_of_humour_than_that,PresentSimple
599,reference_constantly_to_sections_of_this_act,FutureSimple
600,clutches_of_spirited_teenagers_me,PastPerf
601,increased_trade_with_third_countries_due_to_this_effect_and_also_the_induced_trade_following_from_the_increase_in_growth_stimulated_by_the_creating_of_the_cu_external_trade_creation,PresentPerf
602,many_others_now_daily_from_the_valleys_to_new_industries_nearer_the_coast,PresentProg
603,but_then_she_on_sand_again_with_a_grey_mist_all_round_her_and_the_melancholy_cry_of_gulls_echoing_distantly,PastProg
604,even_tim_and_topsy_good_at_things,PresentProg
605,it,PastProg
606,she_her_vocation,PastPerf
607,one_through_binoculars_at_the_mountain,PastProg
608,high,PastProg
609,there_differences_between_sail_and_steam_between_tramp_and_liner_shipping_and_between_passenger_and_cargo_services,PastSimple
610,they_simply_balance,PastPerf
611,it_updated_device_drivers_for_the_next_release_of_windows_for_workgroups,FutureSimple
612,at_the_end_of_this_chapter_there_suggestions_for_out_and_entertaining,PresentProg
613,and_who_them,PastProg
614,unfortunately_fiscal_and_legal_factors_and_differences_such_arrangements,PresentPerf
615,she_funny,PastProg
616,there_nothing_in_the_world_but_this_vertiginous_wave,PastSimple
617,landmarks_in_the_new_puritan_trend_on_company_financial_information_thick_and_fast_this_year,PresentPerf
618,the_embroidery_perfect_out_colours_of_blazing_simplicity,PastProg
619,against_the_most_potent_forward_line_in_the_country_what_a_shambles_a_solid_spine,PastPerf
620,students_reading_these_books_on_their_own_as_well_as_in_the_classroom,FutureSimple
621,cuddling_up_to_the_liberals_like_on_candy_floss,PresentProg
622,accounting_texts_silent_on_this_issue,PresentSimple
623,younger_bucks_them_inside_out_by_this_time,PastProg
624,you,PresentPerf
625,this_general_managers_of_the_second_wave_into_the_reactive_mould_characteristic_of_their_predecessors_in_the_first_wave,PastPerf
626,tim_waterstone_this_through_instinct_borne_of_experience,PastSimple
627,the_unanimous_answer_no,PastSimple
628,despite_this_they_not_these_potential_sources_of_help_instead_of_taking_an_overdose_or_injuring_themselves,PastPerf
629,and_the_colonel_and_encouraged_it,PastPerf
630,the_displays_for_the_future,FutureSimple
631,in_an_age_of_the_commercial_exploitation_of_discoveries_and_the_marketing_of_research_work_the_division_between_pure_and_applied_research_almost,PresentPerf
632,slowly_in_spite_of_lean_years_devastating_famines_away,PastProg
633,the_restructuring_and_the_exit_from_the_sparcsystems_business_opus_with_a_creditor_repayment_plan_for_the_next_few_years,PresentPerf
634,the_minister_in_the_debate,PresentPerf
635,it_very_simple_the_unexpected_swallows_and_the_sun_and_the_green_corn,PastSimple
636,one_of_those_men_joshua_godolphin_earl_of_bellingham,PastPerf
637,the_human_brain_a_degree_of_complexity_of_a_different_order,PresentSimple
638,we_through_the_green,FutureSimple
639,employers_in_all_fields_of_endeavour_out_for_them_offering_generous_salaries_along_with_an_array_of_enticing_perks,PastProg
640,nothing,PresentPerf
641,he_then_us_for_half_the_cost_as_agreed,FutureSimple
